,ID,LONG,LAT,ages,race,sex,income,Location,Price_cont,Experience,Other,will_attend,dist,locLong,locLat,Price_cat,Location_1,Location_2,Location_3,Location_4,Location_5,Price_cat_1,Price_cat_2,Price_cat_3,Price_cat_4,Experience_1,Experience_2,Experience_3,Other_1,Other_2,Other_3,Other_4,race_Aisian/Other,race_Black,race_Hispanic,race_White,sex_F,sex_M,income_100-150k,income_25-50k,income_50-75k,income_75-100k,income_<25k,income_>150k
1486,331318,-78.65918933124459,35.7781500870796,49.66970901449739,White,M,100-150k,3,25,1,3,0,1693.5940751599917,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
1487,331728,-78.79337542264791,35.6745612823876,37.127249332923896,Black,M,75-100k,3,25,1,3,0,15152.193137476825,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1488,331742,-78.6414319713971,35.7423038364722,38.2241979332334,White,F,>150k,5,15,1,2,0,15043.304504913116,-78.575981,35.86696,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1489,331916,-78.461170063412,35.785467108810394,35.0028095094399,White,M,75-100k,3,15,3,4,0,19526.49566770149,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1490,332570,-78.65835739382909,35.7170536268309,34.1709228489838,Black,M,25-50k,4,15,2,3,0,41435.45364091325,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1491,332583,-78.603521449776,35.785651883051706,34.4258513669176,Hispanic,M,<25k,3,30,1,2,0,6763.69458781897,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1492,332743,-78.67954677196991,35.8117018992184,46.9615744014544,White,F,25-50k,4,25,1,4,0,35406.58192599906,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1493,332869,-78.777220127507,35.8238622846841,37.462487357371,Hispanic,M,50-75k,3,30,1,2,0,10743.752859672679,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1494,332917,-78.7282534793531,35.779424726872,50.055087483871695,White,M,75-100k,2,15,1,1,0,13847.54859001452,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1495,333379,-78.6874979269828,35.7185162673226,53.4923680128535,White,F,100-150k,5,30,2,4,0,19310.811782983474,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
1496,333746,-78.6767096143399,35.705800479852,42.0950373152017,Black,F,100-150k,4,15,2,3,0,40679.748820898225,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1497,333782,-78.6700435385193,35.84246692565971,47.290147991931896,White,M,>150k,3,15,3,4,1,7796.447942399164,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1498,334106,-78.7694375465399,35.86426030354,31.6001255872958,White,M,50-75k,1,15,2,1,0,10324.935887057243,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1499,334530,-78.80486631674249,35.781213810674,44.11648506035271,Hispanic,M,25-50k,5,30,2,4,0,22766.156976938237,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1500,334668,-78.69572143643158,35.714495186178205,54.851404562494494,White,F,75-100k,2,20,3,3,0,16676.04201817088,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1501,334814,-78.662144486223,35.8192094392786,36.430558120731895,Hispanic,F,25-50k,5,25,3,1,0,9416.183714735685,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1502,334837,-78.77231948620171,35.793135828413206,47.090226392316396,Black,M,25-50k,3,30,1,2,0,8959.885353665219,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1503,335151,-78.61159751036558,35.906040922167705,39.9126904078536,White,F,50-75k,5,25,3,1,0,5398.663060692965,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1504,335215,-78.7599365415778,35.7699855553841,47.4817608673005,White,F,<25k,3,30,1,2,0,7545.757144335743,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1505,335253,-78.6088013621432,35.7840166310446,44.4075804887465,White,F,75-100k,4,25,1,4,0,42436.63412521654,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1506,335450,-78.6474983491387,35.8053597641365,39.630979957679,White,M,25-50k,5,25,3,1,0,9405.74518537131,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1507,335491,-78.6018576758907,35.7109075664716,42.097589698601,Black,F,>150k,5,30,2,4,0,17472.126852180278,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1508,335527,-78.6044454409257,35.8346888794177,31.8132379795778,White,F,50-75k,2,20,3,3,0,26426.178689871616,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1509,335659,-78.72676437643929,35.675056200285894,35.031951075331996,White,F,25-50k,4,25,1,4,0,39109.468717008705,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1510,335748,-78.5770540375233,35.786087681297005,37.7165918614994,Black,M,75-100k,1,20,1,4,1,29681.33096552489,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1511,335798,-78.5390130492643,35.8241942013476,44.629419440441396,Black,F,75-100k,4,30,1,1,0,47400.67248426884,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1512,335923,-78.49419019934521,35.7578536914437,44.0471302472377,Hispanic,M,25-50k,3,25,1,3,0,16568.739184968206,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1513,335943,-78.6949297976191,35.7085914469348,46.918257391044506,White,F,100-150k,5,25,3,1,0,20601.11688341306,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1514,336205,-78.5870144991773,35.7986095231829,47.4405709425949,White,F,75-100k,2,15,1,1,0,26757.34020524286,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1515,336398,-78.7669738785693,35.813036989526296,44.62803153387299,White,M,100-150k,2,30,2,2,0,12321.517040094413,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1516,337203,-78.52526605165829,35.7619545529186,39.1297840038454,White,F,75-100k,5,15,1,2,0,12520.036225686172,-78.575981,35.86696,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1517,337214,-78.6698256234755,35.827084152996704,53.13462966830279,White,F,50-75k,3,20,2,1,0,6097.775149852557,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1518,337295,-78.60633609779549,35.7854737531482,29.7803266391172,White,M,25-50k,5,30,2,4,0,9448.279306132377,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1519,337496,-78.6127305350755,35.857999514793796,36.8449202692124,White,M,75-100k,1,20,1,4,0,24282.010796458035,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1520,337771,-78.4039317021543,35.7504275025549,34.4968838655935,White,M,75-100k,4,25,1,4,0,61227.29588135796,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1521,337930,-78.6282680122023,35.832644135428794,58.665765200082795,Aisian/Other,M,<25k,4,15,2,3,0,39310.86107690213,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1522,338065,-78.694845713824,35.7918013389,52.7723621261578,White,M,100-150k,3,25,1,3,0,2715.3570328694223,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
1523,338245,-78.7249676589328,35.852387969818395,30.1980802359092,White,M,75-100k,4,20,3,2,0,30312.41506263489,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1524,338247,-78.4944777368543,35.7242810455188,38.872339966568106,White,M,25-50k,3,15,3,4,0,17311.27265452358,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1525,338484,-78.5970534711884,35.817083818065704,31.8546850671251,White,M,75-100k,1,25,2,2,0,26754.89943344166,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1526,338572,-78.6667186461275,35.8488696965399,51.335744880693596,Black,F,25-50k,3,15,3,4,0,8531.037515222757,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1527,338945,-78.6192513480647,35.6512176962622,54.3275732608977,Hispanic,F,100-150k,4,25,1,4,0,48396.092170215874,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1528,339344,-78.6081169453139,35.74276177847929,47.47022550142321,White,M,25-50k,4,15,2,3,0,44168.87718200767,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1529,339912,-78.56612773274901,35.9162522585177,43.4171604577033,White,M,75-100k,5,20,1,3,0,5541.199791772219,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1530,340210,-78.6111145799004,35.782153922385895,47.516677527284095,White,M,50-75k,1,25,2,2,0,27085.63849946393,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1531,341020,-78.65416433962129,35.813334479816206,37.6949042981258,Black,M,<25k,5,20,1,3,1,9235.603678599055,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1532,341186,-78.6719029161614,35.6636299862773,30.150227531355902,White,F,<25k,5,25,3,1,0,24170.52339659257,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1533,341369,-78.6962881386615,35.727640480637604,32.030691900573395,White,F,50-75k,5,20,1,3,0,18900.342838677196,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1534,341862,-78.6415271225325,35.7068595407719,38.0477675895684,White,M,25-50k,3,15,3,4,1,7931.782998662982,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1535,342347,-78.5785475776228,35.892439329893996,34.0288538600159,White,M,>150k,3,15,3,4,1,15993.471615783772,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1536,342690,-78.66162642629591,35.81052714600771,28.330625249773195,Hispanic,F,25-50k,4,15,2,3,0,36994.11403799838,-79.05428,35.90535,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1537,342770,-78.6499605466955,35.748014295458105,55.66322104715079,Hispanic,M,>150k,1,15,2,1,0,26161.759314612515,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1538,342846,-78.49426255840359,35.730310450248105,44.006997289472295,White,M,25-50k,1,25,2,2,0,39115.34433763023,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1539,342959,-78.6596331041848,35.8487049968833,29.8482499234825,White,M,75-100k,5,25,3,1,0,7822.67541885897,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1540,344336,-78.524080132954,35.884511056791794,39.5955554575495,White,F,50-75k,2,15,1,1,0,35299.47422970113,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1541,344451,-78.6194175126108,35.7343642879186,39.1812152305002,White,M,>150k,3,15,3,4,0,6670.955159072333,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1542,344967,-78.59255004171649,35.858834803856205,34.0616649742801,White,M,100-150k,4,20,3,2,0,42011.35249275741,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1543,344999,-78.5818886204849,35.8259947656219,29.660480543688397,White,F,50-75k,1,15,2,1,0,27775.311371761873,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1544,345662,-78.7949519699483,35.8762096426004,31.715272479072105,White,M,<25k,1,30,3,3,0,7741.908388492291,-78.87813,35.89314,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1545,345853,-78.6066156450034,35.719837341390004,32.7902763222034,White,M,50-75k,3,20,2,1,0,8603.23883306593,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1546,345917,-78.60757666679379,35.801721304919205,35.2883727837349,Black,F,100-150k,3,25,1,3,1,7032.443812421377,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1547,345984,-78.66126712391791,35.635087145875396,48.9190939012325,Aisian/Other,F,100-150k,2,30,2,2,0,23012.151062183126,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1548,345985,-78.62006426004059,35.6640579502548,36.9991494145699,White,M,75-100k,5,30,2,4,0,22863.14957067386,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1549,346073,-78.6790292413694,35.766631332812,44.7257679933393,White,F,75-100k,5,20,1,3,0,14513.699440068815,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1550,346434,-78.5922696944659,35.8088321812086,50.437419065222905,White,M,75-100k,4,30,1,1,0,43083.74212351201,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1551,346498,-78.69439359234892,35.7266691009627,50.0441443728724,White,F,75-100k,4,25,1,4,0,38090.10812141782,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1552,346609,-78.74679990097779,35.5895306077582,43.8098590807307,White,F,100-150k,2,15,1,1,0,20953.728031400307,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1553,346959,-78.5973547654293,35.8039257765407,47.482789795916204,White,F,75-100k,4,30,1,1,0,42780.198919766124,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1554,347106,-78.6159738101538,35.7435684704945,36.45009356611379,Hispanic,F,100-150k,2,20,3,3,0,23511.250413588656,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
1555,347683,-78.7756595650408,35.8225671806434,39.092484450905,White,M,50-75k,1,20,1,4,0,12123.698725150007,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1556,348220,-78.5951601173475,35.774597809521104,43.873679182008,White,F,75-100k,1,15,2,1,0,28751.893510733345,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1557,348262,-78.6751992230418,35.7823954182897,39.4256464872415,White,M,25-50k,1,30,3,3,0,22071.2221841154,-78.87813,35.89314,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1558,348654,-78.5338296195158,35.960734961145604,55.630670088162404,White,F,>150k,3,25,1,3,0,24552.160312551798,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1559,348681,-78.7524514648683,35.9082424895412,59.592168278405104,Black,F,75-100k,2,20,3,3,0,21150.277553571672,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1560,348809,-78.573664752322,35.8503043180117,37.1427142582724,White,M,75-100k,1,20,1,4,0,27903.849303731342,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1561,348836,-78.61268662325949,35.8421830638226,48.1445585575592,White,F,<25k,3,30,1,2,0,9657.028177807566,-78.67654,35.7724,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1562,348845,-78.56646022136141,35.9177088138813,47.5671837281061,White,F,75-100k,3,25,1,3,0,18943.138790542336,-78.67654,35.7724,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1563,348887,-78.7245628342608,35.7778743722546,34.1429316104768,White,F,<25k,5,25,3,1,0,16672.71682430989,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1564,348944,-78.5123975574968,35.927619518609795,35.2138159117875,White,M,100-150k,1,15,2,1,0,33233.97187610955,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1565,349395,-78.54796417343701,35.747541156484,53.0954859397579,White,M,25-50k,4,30,1,1,0,48987.243728620546,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1566,349650,-78.6383083799334,35.7214732113765,41.1541895905023,Aisian/Other,M,75-100k,5,20,1,3,0,17097.52239946517,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1567,349947,-78.6917135850537,35.847391251236296,30.8507059419407,White,F,50-75k,2,30,2,2,0,20074.97495599811,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1568,350205,-78.5210464213322,35.828248931634896,43.3487561293709,Black,F,>150k,1,20,1,4,0,33046.38407809584,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1569,350394,-78.6657247084393,35.7959855891961,45.5002970759785,White,M,<25k,2,15,1,1,0,19787.087971180863,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1570,350676,-78.6008406376441,35.849748157102105,38.532051711518,White,F,75-100k,5,30,2,4,0,2947.743076760309,-78.575981,35.86696,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1571,350790,-78.5915737167335,35.765802976973795,47.6583909903975,Black,F,100-150k,4,30,1,1,0,44580.881656537436,-79.05428,35.90535,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1572,351057,-78.6931179780437,35.727150747029796,35.5360450600595,White,F,25-50k,1,20,1,4,0,24875.714370255562,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1573,351104,-78.7200302033435,35.8632065765741,40.1681505981832,White,M,50-75k,2,20,3,3,0,19150.60924589627,-78.87588000000001,35.74628,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1574,351234,-78.613450230631,35.7355431181482,37.7649461293703,Black,M,75-100k,3,20,2,1,0,7020.125651718946,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1575,351543,-78.492986016076,35.830399708673795,38.848586162130395,White,F,75-100k,1,15,2,1,0,35476.19624429421,-78.87813,35.89314,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1576,351702,-78.7331785736938,35.827494903074495,42.336640497395,Black,M,100-150k,5,25,3,1,0,14860.597864641359,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1577,351865,-78.65009433462271,35.7710600977636,43.58092221729979,White,F,100-150k,4,20,3,2,0,39440.05430612293,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1578,352306,-78.64015846926159,35.718668987641,51.554950620768004,White,F,75-100k,5,20,1,3,0,17446.51665730446,-78.575981,35.86696,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1579,352733,-78.5302128084802,35.86572377641829,49.93677134484199,White,M,25-50k,4,20,3,2,0,47523.78834969451,-79.05428,35.90535,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1580,352753,-78.698738992066,35.6998534832834,46.11760894263289,White,M,75-100k,2,30,2,2,0,16834.797630236786,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1581,352814,-78.6768201172197,35.86440973004971,38.8347293112647,White,F,25-50k,2,15,1,1,0,22260.00199389432,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1582,353196,-78.6880324244685,35.8009195625044,27.7698802629987,White,M,100-150k,2,15,1,1,0,18034.81977170779,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1583,353228,-78.68650870725669,35.901038630375,45.488443012904504,White,F,25-50k,3,15,3,4,0,14301.613362447246,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1584,353404,-78.7157666649503,35.801023785779705,67.0464409645068,White,M,25-50k,3,20,2,1,0,4760.57407247153,-78.67654,35.7724,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1585,353553,-78.6647031984144,35.8151053579655,31.2969743008027,Black,F,50-75k,1,25,2,2,0,21133.79859908211,-78.87813,35.89314,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1586,353663,-78.56859483393251,35.8140974917465,42.760888116169895,White,F,75-100k,2,30,2,2,0,28783.59645937468,-78.87588000000001,35.74628,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1587,354266,-78.6591157371615,35.686174410648796,46.844802561897296,Hispanic,M,50-75k,1,20,1,4,0,30320.896312910336,-78.87813,35.89314,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1588,354396,-78.6403239188431,35.8160356103539,28.602712339699103,White,M,75-100k,4,25,1,4,0,38680.33153763305,-79.05428,35.90535,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1589,354401,-78.6184801762941,35.7829903005491,49.890686320963205,White,M,75-100k,2,15,1,1,0,23630.566808879656,-78.87588000000001,35.74628,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1590,354489,-78.5223439899145,35.779413496349704,44.748077464316204,Black,M,75-100k,3,15,3,4,0,13963.806352582493,-78.67654,35.7724,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1591,354928,-78.68015262401049,35.8985224510725,40.1659627274619,White,F,75-100k,5,25,3,1,0,10037.156373721331,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1592,355011,-78.6826427081352,35.9286067369091,54.47933276013921,White,F,100-150k,5,25,3,1,0,11811.56349250558,-78.575981,35.86696,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
